# Test bug, using GLSL 4.20 on a 3.3 context.
# Broken in VK-GL-CTS e5c45899ed7e90fb616ccd1d3c66e6eded120684
dEQP-VK.pipeline.monolithic.stencil.nocolor.format.d24_unorm_s8_uint_separate_layouts.states.fail_wrap.pass_incc.dfail_inv.comp_less,Fail
dEQP-VK.pipeline.monolithic.stencil.nocolor.format.d32_sfloat_s8_uint.states.fail_decc.pass_repl.dfail_decc.comp_less,Fail
dEQP-VK.pipeline.monolithic.stencil.nocolor.format.d32_sfloat_s8_uint.states.fail_repl.pass_repl.dfail_decw.comp_less,Fail
dEQP-VK.pipeline.monolithic.stencil.nocolor.format.d32_sfloat_s8_uint.states.fail_wrap.pass_repl.dfail_zero.comp_less,Fail
dEQP-VK.pipeline.monolithic.stencil.nocolor.format.d32_sfloat_s8_uint_separate_layouts.states.fail_repl.pass_zero.dfail_incc.comp_less,Fail
dEQP-VK.pipeline.monolithic.stencil.nocolor.format.s8_uint.states.fail_decw.pass_zero.dfail_inv.comp_less,Fail
dEQP-VK.pipeline.monolithic.stencil.nocolor.format.s8_uint.states.fail_incc.pass_repl.dfail_incc.comp_less,Fail
dEQP-VK.pipeline.monolithic.stencil.nocolor.format.s8_uint.states.fail_zero.pass_repl.dfail_wrap.comp_less,Fail
dEQP-VK.pipeline.monolithic.vertex_input.multiple_attributes.binding_one_to_many.attributes.uvec2.float.mat3,Fail
dEQP-VK.pipeline.monolithic.vertex_input.multiple_attributes.layout_skip.binding_one_to_many.attributes_sequential.ivec3.ivec4.uint,Fail
dEQP-VK.pipeline.monolithic.vertex_input.multiple_attributes.layout_skip.binding_one_to_one.attributes.int.vec2.mat3,Fail
dEQP-VK.pipeline.monolithic.vertex_input.multiple_attributes.out_of_order.binding_one_to_one.attributes.vec2.mat3.mat4,Fail
dEQP-VK.pipeline.pipeline_library.blend.dual_source.format.a4r4g4b4_unorm_pack16.states.color_o_ca_add_alpha_z_1msa_sub-color_z_1mcc_add_alpha_1mcc_1mca_sub-color_1msa_da_rsub_alpha_cc_1ms1a_add-color_cc_1mcc_sub_alpha_1mda_1ms1c_min,Fail
dEQP-VK.pipeline.pipeline_library.blend.dual_source.format.r16_unorm.states.color_o_1mdc_rsub_alpha_1mca_1mcc_rsub-color_1mcc_1ms1a_add_alpha_1msa_1ms1c_rsub-color_1msa_1mda_max_alpha_1msc_sa_min-color_1ms1a_sc_max_alpha_1mca_cc_sub,Fail
dEQP-VK.pipeline.pipeline_library.blend.format.a4b4g4r4_unorm_pack16.states.color_sc_1mcc_min_alpha_1msc_sc_rsub-color_1mda_1mca_min_alpha_1msa_sc_sub-color_1mcc_dc_min_alpha_1mdc_1msa_max-color_1mda_da_rsub_alpha_1mca_z_min,Fail
dEQP-VK.pipeline.pipeline_library.blend.format.r16_snorm.states.color_sc_1mcc_min_alpha_1msc_sc_rsub-color_1mda_1mca_min_alpha_1msa_sc_sub-color_1mcc_dc_min_alpha_1mdc_1msa_max-color_1mda_da_rsub_alpha_1mca_z_min,Fail
dEQP-VK.pipeline.pipeline_library.blend.format.r8g8_srgb.states.color_sc_1mcc_min_alpha_1msc_sc_rsub-color_1mda_1mca_min_alpha_1msa_sc_sub-color_1mcc_dc_min_alpha_1mdc_1msa_max-color_1mda_da_rsub_alpha_1mca_z_min,Fail
dEQP-VK.pipeline.pipeline_library.blend_operation_advanced.ops.color_attachments_16_blend_overlap_conjoint_ext_nonpremultipliedsrc_12,Fail
dEQP-VK.pipeline.pipeline_library.blend_operation_advanced.ops.color_attachments_1_blend_overlap_disjoint_ext_nonpremultipliedsrc_8,Fail
dEQP-VK.pipeline.pipeline_library.blend_operation_advanced.ops.color_attachments_2_blend_overlap_disjoint_ext_9,Fail
dEQP-VK.pipeline.pipeline_library.blend_operation_advanced.ops.color_attachments_4_blend_overlap_conjoint_ext_nonpremultipliedsrc_nonpremultiplieddst_10,Fail
dEQP-VK.pipeline.pipeline_library.color_write_enable.all_channels.after_pipelines.enable_first,Fail
dEQP-VK.pipeline.pipeline_library.depth.nocolor.format.d32_sfloat.compare_ops.greater_always_less_not_equal,Fail
dEQP-VK.pipeline.pipeline_library.depth_range_unrestricted.depthbounds.d32_sfloat_compare_op_less_clear_value_6_viewport_min_-2_max_2_boundstest_min-2_max_2,Fail
dEQP-VK.pipeline.pipeline_library.dynamic_offset.graphics.single_set.uniform_buffer.numcmdbuffers_1.sameorder.numdescriptorsetbindings_1.numdynamicbindings_2.numnondynamicbindings_0,Fail
dEQP-VK.pipeline.pipeline_library.extended_dynamic_state.after_pipelines.stencil_state_face_back_xt_invert_clear_102_ref_101_depthfail,Fail
dEQP-VK.pipeline.pipeline_library.extended_dynamic_state.before_draw.stencil_state_face_back_eq_inc_clamp_clear_254_ref_255_fail,Fail
dEQP-VK.pipeline.pipeline_library.extended_dynamic_state.between_pipelines.stencil_state_face_front_xf_dec_wrap_clear_0_ref_0_fail,Fail
dEQP-VK.pipeline.pipeline_library.extended_dynamic_state.cmd_buffer_start.stencil_state_face_both_single_le_dec_clamp_clear_0_ref_0_depthfail,Fail
dEQP-VK.pipeline.pipeline_library.extended_dynamic_state.two_draws_dynamic.stencil_state_face_both_single_gt_dec_clamp_clear_0_ref_0_fail,Fail
dEQP-VK.pipeline.pipeline_library.extended_dynamic_state.two_draws_static.stencil_state_face_back_le_inc_clamp_clear_255_ref_254_depthfail,Fail
dEQP-VK.pipeline.pipeline_library.image.suballocation.sampling_type.combined.view_type.1d.format.r32_sint.count_1.size.127x1,Fail
dEQP-VK.pipeline.pipeline_library.image.suballocation.sampling_type.combined.view_type.1d_array.format.a2b10g10r10_unorm_pack32.count_1.size.443x1_array_of_3,Fail
dEQP-VK.pipeline.pipeline_library.image.suballocation.sampling_type.combined.view_type.1d_array.format.b5g5r5a1_unorm_pack16.count_1.size.32x1_array_of_3,Fail
dEQP-VK.pipeline.pipeline_library.image.suballocation.sampling_type.combined.view_type.2d_array.format.astc_8x6_unorm_block.count_8.size.32x16_array_of_6,Fail
dEQP-VK.pipeline.pipeline_library.image.suballocation.sampling_type.combined.view_type.3d.format.eac_r11g11_unorm_block.count_4.size.8x16x32,Fail
dEQP-VK.pipeline.pipeline_library.image.suballocation.sampling_type.combined.view_type.cube.format.b10g11r11_ufloat_pack32.count_8.size.32x32,Fail
dEQP-VK.pipeline.pipeline_library.image.suballocation.sampling_type.combined.view_type.cube_array.format.eac_r11g11_unorm_block.count_4.size.32x32_array_of_36,Fail
dEQP-VK.pipeline.pipeline_library.image.suballocation.sampling_type.separate.view_type.1d_array.format.r32g32b32a32_sint.count_1.size.1x1_array_of_3,Fail
dEQP-VK.pipeline.pipeline_library.image.suballocation.sampling_type.separate.view_type.cube.format.r16g16b16a16_unorm.count_8.size.32x32,Fail
dEQP-VK.pipeline.pipeline_library.image.suballocation.sampling_type.separate.view_type.cube_array.format.b10g11r11_ufloat_pack32.count_1.size.13x13_array_of_6,Fail
dEQP-VK.pipeline.pipeline_library.image_view.view_type.1d.format.r32g32b32_uint.subresource_range.lod_base_mip_level_remaining_levels,Fail
dEQP-VK.pipeline.pipeline_library.image_view.view_type.1d.format.r8g8_srgb.component_swizzle.b_a_r_g,Fail
dEQP-VK.pipeline.pipeline_library.image_view.view_type.2d.format.r16g16b16a16_uscaled.subresource_range.lod_mip_levels_array_layer_second,Fail
dEQP-VK.pipeline.pipeline_library.image_view.view_type.2d_array.format.r16g16_sscaled.subresource_range.lod_base_mip_level_base_array_layer_remaining_levels_and_layers,Fail
dEQP-VK.pipeline.pipeline_library.image_view.view_type.3d.format.r16g16b16a16_uint.component_swizzle.g_b_a_r,Fail
dEQP-VK.pipeline.pipeline_library.image_view.view_type.cube.format.b8g8r8_sint.subresource_range.lod_mip_levels_array_layer_last,Fail
dEQP-VK.pipeline.pipeline_library.image_view.view_type.cube.format.etc2_r8g8b8_srgb_block.subresource_range.array_layer_second,Fail
dEQP-VK.pipeline.pipeline_library.image_view.view_type.cube_array.format.b8g8r8_unorm.component_swizzle.g_b_a_r,Fail
dEQP-VK.pipeline.pipeline_library.image_view.view_type.cube_array.format.r32g32_uint.subresource_range.lod_base_mip_level_array_size,Fail
dEQP-VK.pipeline.pipeline_library.interface_matching.decoration_mismatch.out_none_in_flat_member_of_array_of_structures_in_block_vert_tesc_tese_out_frag_in,Fail
dEQP-VK.pipeline.pipeline_library.interface_matching.vector_length.out_uvec3_in_uvec3_member_of_structure_in_block_vert_out_frag_in,Fail
dEQP-VK.pipeline.pipeline_library.multisample.alpha_to_one.samples_4_sparse,Fail
dEQP-VK.pipeline.pipeline_library.multisample.sample_locations_ext.draw.stencil.samples_8.separate_renderpass_clear_attachments_dynamic_secondary_cmd_buf_general_layout,Fail
dEQP-VK.pipeline.pipeline_library.multisample.variable_rate.4_64_fb_1_unused,Fail
dEQP-VK.pipeline.pipeline_library.multisample_with_fragment_shading_rate.mixed_attachment_samples.verify_programmable_locations.coverage_16_color_4_depth_stencil_16.r8g8b8a8_unorm_s8_uint,Fail
dEQP-VK.pipeline.pipeline_library.multisample_with_fragment_shading_rate.variable_rate.64_1_fb_2_unused,Fail
dEQP-VK.pipeline.pipeline_library.no_position.explicit_declarations.basic.single_view.v1_c1_e1_g0,Fail
dEQP-VK.pipeline.pipeline_library.render_to_image.dedicated_allocation.2d.small.r5g6b5_unorm_pack16_d24_unorm_s8_uint,Fail
dEQP-VK.pipeline.pipeline_library.sampler.exact_sampling.r32_sfloat.solid_color.unnormalized_coords.edge_left,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.1d.format.a2b10g10r10_unorm_pack32.mag_reduce.comp_b_g_r_a.max,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.1d.format.b8g8r8_sint.address_modes.all_mode_clamp_to_border_custom_1001,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.1d.format.b8g8r8_snorm.address_modes.uvw_mode_mirrored_repeat_mode_mirror_clamp_to_edge_mode_clamp_to_edge,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.1d.format.r16g16_sint.min_reduce.comp_r_zero_zero_zero.max,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.1d_array.format.b8g8r8_srgb.min_reduce.comp_one_r_r_r.max,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.1d_array.format.r16g16_uint.min_reduce.comp_r_g_b_a.max,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.2d.format.d16_unorm.mipmap.linear.lod.select_bias_2_1,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.2d.format.etc2_r8g8b8a8_srgb_block.address_modes.all_mode_clamp_to_border_custom_1011,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.2d.format.r16_sfloat.address_modes.uvw_mode_clamp_to_edge_mode_repeat_mode_mirror_clamp_to_edge,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.2d.format.r4g4b4a4_unorm_pack16.address_modes.all_mode_clamp_to_border_opaque_black,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.2d.format.r8g8b8_uint.address_modes.uvw_mode_clamp_to_edge_mode_mirrored_repeat_mode_clamp_to_edge,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.2d.format.r8g8b8a8_uint.address_modes.uvw_mode_repeat_mode_mirror_clamp_to_edge_mode_mirror_clamp_to_edge,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.2d_array.format.a2b10g10r10_unorm_pack32.min_reduce.comp_one_r_r_r.average,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.2d_array.format.b8g8r8_sint.address_modes.uvw_mode_mirrored_repeat_mode_clamp_to_border_mode_mirror_clamp_to_edge,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.2d_array.format.d16_unorm_s8_uint.min_reduce.comp_r_zero_zero_zero.average,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.2d_array.format.eac_r11g11_snorm_block.mag_reduce.comp_r_g_b_a.average,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.2d_unnormalized.format.r32g32_sfloat.address_modes.all_mode_clamp_to_border_custom_1000,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.3d.format.etc2_r8g8b8_unorm_block.mag_reduce.comp_one_r_r_r.max,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.3d.format.r32g32b32_uint.address_modes.all_mode_clamp_to_border_opaque_white,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.3d.format.r8g8b8a8_unorm.address_modes.uvw_mode_mirrored_repeat_mode_clamp_to_border_mode_mirror_clamp_to_edge,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.cube.format.etc2_r8g8b8a8_srgb_block.mipmap.linear.lod.select_bias_3_1,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.cube.format.r5g5b5a1_unorm_pack16.min_reduce.comp_identity_zero_zero_zero.average,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.cube.format.r8g8b8a8_uint.mag_reduce.comp_identity_zero_zero_zero.min,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.cube_array.format.b10g11r11_ufloat_pack32.min_reduce.comp_r_zero_zero_zero.max,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.cube_array.format.r8g8_snorm.min_reduce.comp_r_zero_zero_zero.max,Fail
dEQP-VK.pipeline.pipeline_library.spec_constant.graphics.tess_eval.basic.uint8_packed,Fail
dEQP-VK.pipeline.pipeline_library.stencil.format.d16_unorm_s8_uint.states.fail_wrap.pass_decc.dfail_keep.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.format.d16_unorm_s8_uint_separate_layouts.states.fail_keep.pass_incc.dfail_inv.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.format.d16_unorm_s8_uint_separate_layouts.states.fail_repl.pass_incc.dfail_repl.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.format.d24_unorm_s8_uint.states.fail_decc.pass_zero.dfail_incc.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.format.d24_unorm_s8_uint.states.fail_keep.pass_repl.dfail_zero.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.format.d24_unorm_s8_uint.states.fail_repl.pass_zero.dfail_wrap.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.format.d24_unorm_s8_uint.states.fail_wrap.pass_zero.dfail_keep.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.format.d24_unorm_s8_uint_separate_layouts.states.fail_inv.pass_decw.dfail_decc.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.format.d32_sfloat_s8_uint.states.fail_decw.pass_inv.dfail_inv.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.format.d32_sfloat_s8_uint.states.fail_incc.pass_wrap.dfail_incc.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.format.d32_sfloat_s8_uint.states.fail_inv.pass_wrap.dfail_keep.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.format.d32_sfloat_s8_uint_separate_layouts.states.fail_zero.pass_inv.dfail_repl.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.format.s8_uint.states.fail_keep.pass_wrap.dfail_inv.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.format.s8_uint.states.fail_repl.pass_wrap.dfail_repl.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.format.s8_uint.states.fail_wrap.pass_inv.dfail_decc.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.d16_unorm_s8_uint.states.fail_decw.pass_zero.dfail_zero.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.d16_unorm_s8_uint.states.fail_incc.pass_zero.dfail_decw.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.d16_unorm_s8_uint.states.fail_zero.pass_repl.dfail_repl.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.d16_unorm_s8_uint_separate_layouts.states.fail_incc.pass_keep.dfail_incc.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.d16_unorm_s8_uint_separate_layouts.states.fail_inv.pass_keep.dfail_keep.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.d24_unorm_s8_uint.states.fail_decc.pass_wrap.dfail_decc.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.d24_unorm_s8_uint.states.fail_keep.pass_decw.dfail_repl.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.d24_unorm_s8_uint.states.fail_repl.pass_wrap.dfail_decw.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.d24_unorm_s8_uint_separate_layouts.states.fail_decc.pass_inv.dfail_keep.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.d24_unorm_s8_uint_separate_layouts.states.fail_keep.pass_inv.dfail_wrap.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.d24_unorm_s8_uint_separate_layouts.states.fail_repl.pass_inv.dfail_incc.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.d24_unorm_s8_uint_separate_layouts.states.fail_wrap.pass_decc.dfail_inv.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.d32_sfloat_s8_uint.states.fail_decc.pass_incc.dfail_decc.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.d32_sfloat_s8_uint.states.fail_keep.pass_decc.dfail_repl.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.d32_sfloat_s8_uint.states.fail_repl.pass_incc.dfail_decw.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.d32_sfloat_s8_uint_separate_layouts.states.fail_decc.pass_repl.dfail_keep.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.d32_sfloat_s8_uint_separate_layouts.states.fail_keep.pass_repl.dfail_wrap.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.d32_sfloat_s8_uint_separate_layouts.states.fail_repl.pass_repl.dfail_incc.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.d32_sfloat_s8_uint_separate_layouts.states.fail_wrap.pass_zero.dfail_inv.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.s8_uint.states.fail_decw.pass_repl.dfail_inv.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.s8_uint.states.fail_inv.pass_incc.dfail_keep.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.s8_uint.states.fail_zero.pass_incc.dfail_wrap.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.vertex_input.multiple_attributes.binding_one_to_many.attributes_sequential.uvec2.float.vec2,Fail
dEQP-VK.pipeline.pipeline_library.vertex_input.multiple_attributes.binding_one_to_one.attributes.ivec4.uvec3.mat3,Fail
dEQP-VK.pipeline.pipeline_library.vertex_input.multiple_attributes.layout_skip.binding_one_to_many.attributes.int.float.mat4,Fail
dEQP-VK.protected_memory.interaction.ycbcr.b8g8r8a8_unorm.fragment.ycbcr_709.itu_full.tiling_optimal_cosited,Fail
dEQP-VK.protected_memory.interaction.ycbcr.g8b8g8r8_422_unorm.fragment.ycbcr_601.itu_full.tiling_optimal_cosited,Fail
dEQP-VK.query_pool.statistics_query.fragment_shader_invocations.primary.32bits_dstoffset_cmdcopyquerypoolresults_triangle_list,Fail
dEQP-VK.query_pool.statistics_query.host_query_reset.geometry_shader_invocations.secondary_inherited.32bits_cmdcopyquerypoolresults_line_list,Fail
dEQP-VK.query_pool.statistics_query.reset_before_copy.vertex_shader_invocations.secondary_inherited.32bits_cmdcopyquerypoolresults_triangle_list_with_adjacency,Fail
dEQP-VK.query_pool.statistics_query.vertex_only.input_assembly_primitives.secondary.32bits_cmdcopyquerypoolresults_point_list,Fail
dEQP-VK.rasterization.frag_side_effects.color_at_end.demote,Fail
dEQP-VK.ray_query.acceleration_structures.flags.chit_shader.cpu_built.aabbs_aop.different_instances.padded.fastbuild_0_compaction_0_bothgeneric,Fail
dEQP-VK.ray_query.acceleration_structures.flags.chit_shader.cpu_built.triangles_aop.identical_instances.nopadding.fastbuild_update_compaction_0_bothgeneric,Fail
dEQP-VK.ray_query.acceleration_structures.flags.chit_shader.gpu_built.aabbs.identical_instances_aop.nopadding.fasttrace_update_compaction_0_bothgeneric,Fail
dEQP-VK.ray_query.acceleration_structures.flags.compute_shader.cpu_built.aabbs.different_instances.nopadding.fastbuild_update_0_0_bothgeneric,Fail
dEQP-VK.ray_query.acceleration_structures.flags.compute_shader.cpu_built.aabbs_aop.different_instances_aop.padded.0_update_compaction_0_bothgeneric,Fail
dEQP-VK.ray_query.acceleration_structures.flags.compute_shader.cpu_built.triangles.identical_instances.nopadding.0_0_0_0_bothgeneric,Fail
dEQP-VK.ray_query.acceleration_structures.flags.compute_shader.cpu_built.triangles_aop.identical_instances_aop.nopadding.fasttrace_0_compaction_0_bothgeneric,Fail
dEQP-VK.ray_query.acceleration_structures.flags.compute_shader.gpu_built.aabbs.different_instances.nopadding.0_0_compaction_0_bothgeneric,Fail
dEQP-VK.ray_query.acceleration_structures.flags.compute_shader.gpu_built.aabbs_aop.different_instances_aop.nopadding.fasttrace_update_0_0_bothgeneric,Fail
dEQP-VK.ray_query.acceleration_structures.flags.compute_shader.gpu_built.triangles_aop.identical_instances.padded.fastbuild_0_0_0_bothgeneric,Fail
dEQP-VK.ray_query.acceleration_structures.flags.fragment_shader.cpu_built.aabbs.different_instances_aop.nopadding.fasttrace_0_0_0_bothgeneric,Fail
dEQP-VK.ray_query.acceleration_structures.flags.fragment_shader.cpu_built.triangles_aop.identical_instances_aop.padded.fastbuild_update_compaction_0_bothgeneric,Fail
dEQP-VK.ray_query.acceleration_structures.flags.fragment_shader.gpu_built.triangles.identical_instances.nopadding.fastbuild_0_compaction_0_bothgeneric,Fail
dEQP-VK.ray_query.acceleration_structures.flags.fragment_shader.gpu_built.triangles_aop.identical_instances_aop.padded.0_update_0_0_bothgeneric,Fail
dEQP-VK.ray_query.acceleration_structures.host_threading.3.chit_shader.copy.cpu_built.bottom_acceleration_structure.aabbs,Fail
dEQP-VK.ray_tracing_pipeline.acceleration_structures.flags.cpu_built.aabbs.different_instances.nopadding.fastbuild_0_0_lowmemory_bottomgeneric,Fail
dEQP-VK.ray_tracing_pipeline.acceleration_structures.flags.cpu_built.triangles_aop.identical_instances_aop.nopadding.0_update_compaction_lowmemory_bottomgeneric,Fail
dEQP-VK.ray_tracing_pipeline.acceleration_structures.flags.gpu_built.aabbs_aop.different_instances_aop.nopadding.fasttrace_0_0_lowmemory_bottomgeneric,Fail
dEQP-VK.ray_tracing_pipeline.acceleration_structures.flags.gpu_built.triangles_aop.identical_instances.padded.fasttrace_update_0_lowmemory_bottomgeneric,Fail
dEQP-VK.ray_tracing_pipeline.barrier.ssbo.specific_barrier.from_isec_to_miss,Fail
dEQP-VK.reconvergence.workgroup_uniform_control_flow_ballot.compute.nesting4.7.24,Fail
dEQP-VK.reconvergence.workgroup_uniform_control_flow_elect.compute.nesting2.7.24,Fail
dEQP-VK.renderpass.dedicated_allocation.attachment.4.555,Fail
dEQP-VK.renderpass.dedicated_allocation.formats.d32_sfloat.input.clear.store.self_dep_clear,Fail
dEQP-VK.renderpass.dedicated_allocation.formats.r16_snorm.input.load.store.draw,Fail
dEQP-VK.renderpass.dedicated_allocation.formats.r16g16b16a16_sint.input.dont_care.store.clear_use_input_aspect,Fail
dEQP-VK.renderpass.dedicated_allocation.formats.r5g6b5_unorm_pack16.input.dont_care.store.self_dep_draw,Fail
dEQP-VK.renderpass.dedicated_allocation.formats.r8g8b8a8_srgb.dont_care.draw,Fail
dEQP-VK.renderpass.fragment_density_map.1_view.render.non_divisible_density_size.8_samples.dynamic_nonsubsampled_2_1,Fail
dEQP-VK.renderpass.suballocation.attachment.4.405,Fail
dEQP-VK.renderpass.suballocation.attachment_allocation.input_output.87,Fail
dEQP-VK.renderpass.suballocation.formats.a2b10g10r10_uint_pack32.input.load.dont_care.draw,Fail
dEQP-VK.renderpass.suballocation.formats.d16_unorm.input.clear.dont_care.self_dep_clear,Fail
dEQP-VK.renderpass.suballocation.formats.r16g16b16a16_snorm.input.dont_care.dont_care.clear_use_input_aspect,Fail
dEQP-VK.renderpass.suballocation.formats.r8g8b8a8_uint.input.clear.store.clear_draw_use_input_aspect,Fail
dEQP-VK.renderpass2.dedicated_allocation.formats.b8g8r8a8_srgb.clear.clear,Fail
dEQP-VK.renderpass2.depth_stencil_resolve.image_2d_16_64_6.samples_32.d16_unorm.depth_max,Fail
dEQP-VK.renderpass2.depth_stencil_resolve.image_2d_17_1.samples_16.d24_unorm_s8_uint.depth_average_stencil_max_testing_depth,Fail
dEQP-VK.renderpass2.depth_stencil_resolve.image_2d_17_1.samples_4.d32_sfloat_s8_uint.depth_none_stencil_zero_testing_depth,Fail
dEQP-VK.renderpass2.depth_stencil_resolve.image_2d_17_1.samples_64.d16_unorm_s8_uint_separate_layouts.depth_zero_stencil_none_testing_depth,Fail
dEQP-VK.renderpass2.depth_stencil_resolve.image_2d_32_32.samples_2.d32_sfloat_s8_uint.depth_max_stencil_max_testing_depth,Fail
dEQP-VK.renderpass2.depth_stencil_resolve.image_2d_32_32.samples_8.d24_unorm_s8_uint.depth_average_stencil_max_testing_depth,Fail
dEQP-VK.renderpass2.depth_stencil_resolve.image_2d_49_13.samples_32.d32_sfloat_s8_uint.depth_average_stencil_zero_testing_depth,Fail
dEQP-VK.renderpass2.depth_stencil_resolve.image_2d_49_13.samples_4.d16_unorm_s8_uint.depth_min_stencil_zero_testing_depth,Fail
dEQP-VK.renderpass2.depth_stencil_resolve.image_2d_49_13.samples_8.d32_sfloat_s8_uint_separate_layouts.depth_max_stencil_min_testing_depth,Fail
dEQP-VK.renderpass2.depth_stencil_resolve.image_2d_5_1.samples_2.d24_unorm_s8_uint_separate_layouts.depth_none_stencil_min_testing_depth,Fail
dEQP-VK.renderpass2.depth_stencil_resolve.image_2d_5_1.samples_32.d16_unorm_s8_uint.depth_zero_stencil_none_unused_resolve_testing_stencil,Fail
dEQP-VK.renderpass2.depth_stencil_resolve.image_2d_5_1.samples_8.d16_unorm_s8_uint_separate_layouts.depth_min_stencil_none_testing_depth,Fail
dEQP-VK.renderpass2.depth_stencil_resolve.image_2d_8_32.samples_2.d32_sfloat.depth_average_stencil_none_testing_depth,Fail
dEQP-VK.renderpass2.depth_stencil_resolve.image_2d_8_32.samples_64.d24_unorm_s8_uint.depth_none_stencil_max_testing_depth,Fail
dEQP-VK.renderpass2.fragment_density_map.1_view.render.divisible_density_size.2_samples.dynamic_nonsubsampled_2_1,Fail
dEQP-VK.renderpass2.suballocation.attachment.3.254,Fail
dEQP-VK.renderpass2.suballocation.attachment_allocation.input_output_chain.36,Fail
dEQP-VK.renderpass2.suballocation.formats.r16g16b16a16_sint.input.dont_care.dont_care.self_dep_draw,Fail
dEQP-VK.renderpass2.suballocation.multisample_resolve.a2r10g10b10_unorm_pack32.max_attachments_16_samples_8,Fail
dEQP-VK.renderpass2.suballocation.multisample_resolve.layers_3.r16g16_unorm.samples_2_resolve_level_3,Fail
dEQP-VK.robustness.buffer_access.fragment.vec4_copy.r32_sint.oob_uniform_read.range_1_byte,Fail
